age,job,marital,education,balance,housing,loan,contact,campaign,pdays,previous,poutcome,purchase
49,student,married,tertiary,-266,yes,no,cellular,7,-1,2,success,no
51,entrepreneur,married,tertiary,4702,yes,no,cellular,10,-1,4,unknown,no
45,unemployed,married,secondary,8808,yes,no,unknown,10,-1,2,unknown,yes
32,housemaid,married,secondary,9600,yes,no,cellular,1,15,2,success,no
47,unemployed,married,secondary,9109,yes,no,cellular,9,-1,2,unknown,no
54,retired,married,tertiary,791,yes,no,telephone,8,-1,1,failure,yes
46,retired,single,secondary,4227,yes,no,cellular,7,-1,4,success,no
39,self-employed,single,secondary,8220,yes,yes,telephone,9,-1,1,failure,no
21,retired,married,secondary,9672,yes,no,telephone,3,-1,1,unknown,no
37,admin.,single,tertiary,2439,yes,no,unknown,10,11,4,unknown,no
49,entrepreneur,single,secondary,4935,yes,no,unknown,4,-1,1,unknown,no
53,self-employed,single,secondary,6481,no,yes,cellular,7,15,4,failure,no
67,admin.,married,secondary,4892,yes,no,cellular,6,6,5,unknown,no
21,management,single,tertiary,9021,no,no,cellular,2,16,5,other,yes
44,student,divorced,tertiary,7472,no,yes,cellular,2,-1,3,unknown,no
34,student,single,secondary,733,no,no,cellular,10,-1,2,unknown,no
29,retired,married,tertiary,9445,yes,no,cellular,7,28,5,unknown,no
39,management,married,tertiary,2300,yes,no,unknown,9,6,5,unknown,no
34,services,single,tertiary,2275,yes,no,cellular,9,16,1,unknown,no
27,services,married,tertiary,5544,no,yes,cellular,7,-1,4,unknown,no
18,retired,married,secondary,2987,yes,no,cellular,8,-1,0,unknown,no
39,housemaid,married,secondary,6883,no,no,cellular,10,8,1,unknown,yes
43,admin.,single,tertiary,3350,no,no,unknown,3,-1,1,failure,no
35,retired,single,tertiary,4497,yes,no,cellular,1,-1,4,unknown,no
67,blue-collar,married,tertiary,390,yes,no,cellular,7,-1,0,unknown,no
31,unemployed,divorced,secondary,5420,no,no,cellular,8,-1,0,failure,yes
64,student,married,primary,9757,yes,no,cellular,2,-1,3,success,no
46,services,single,tertiary,688,yes,no,cellular,9,-1,1,unknown,no
29,technician,single,secondary,5144,no,no,telephone,4,-1,2,unknown,no
53,services,single,secondary,240,yes,no,cellular,10,-1,5,failure,no
52,student,divorced,tertiary,869,no,no,cellular,9,-1,1,failure,no
69,unemployed,married,tertiary,9081,no,no,cellular,3,-1,2,unknown,yes
29,student,single,secondary,1500,no,no,telephone,8,22,2,failure,no
24,technician,married,primary,971,yes,no,telephone,2,-1,4,success,no
46,retired,single,secondary,1036,yes,no,cellular,3,-1,1,unknown,no
28,management,single,secondary,-182,yes,no,cellular,1,7,4,unknown,no
50,technician,single,primary,9956,yes,no,unknown,5,23,3,other,yes
23,student,married,primary,4653,yes,yes,telephone,4,-1,2,success,no
64,student,single,tertiary,1394,yes,no,telephone,1,-1,0,unknown,no
32,blue-collar,married,tertiary,7491,yes,yes,telephone,10,-1,2,failure,no
49,self-employed,married,secondary,8967,yes,yes,cellular,9,-1,3,other,yes
68,blue-collar,single,tertiary,8092,no,no,cellular,6,11,2,failure,no
28,entrepreneur,married,secondary,5435,yes,no,unknown,6,28,4,failure,no
40,blue-collar,single,secondary,223,yes,no,unknown,2,26,1,other,no
43,admin.,married,secondary,1829,no,no,cellular,7,-1,0,unknown,yes
51,management,married,secondary,8827,no,no,cellular,9,-1,4,failure,no
63,unemployed,single,secondary,2270,yes,no,unknown,6,27,5,other,no
51,technician,married,secondary,7045,yes,no,cellular,8,-1,1,other,no
46,student,married,secondary,4346,no,no,unknown,5,-1,0,unknown,no
21,entrepreneur,single,secondary,-233,no,no,cellular,2,5,3,unknown,no
34,entrepreneur,married,tertiary,69,no,no,cellular,4,-1,2,other,no
52,unemployed,single,secondary,1473,no,no,cellular,1,-1,0,unknown,no
30,management,married,secondary,8237,yes,no,cellular,1,20,5,failure,no
58,technician,single,tertiary,2322,yes,yes,cellular,6,-1,3,unknown,no
56,services,single,primary,3960,yes,no,cellular,2,-1,1,failure,no
32,blue-collar,single,tertiary,-230,no,yes,telephone,6,-1,0,success,yes
46,retired,married,secondary,7141,no,yes,unknown,1,-1,3,failure,no
46,entrepreneur,single,tertiary,8430,no,no,cellular,10,-1,1,failure,yes
28,blue-collar,single,secondary,6180,yes,no,cellular,3,-1,4,unknown,no
69,blue-collar,single,secondary,757,yes,no,cellular,9,-1,2,other,no
49,admin.,married,secondary,7750,yes,no,cellular,2,18,3,unknown,yes
19,management,single,tertiary,4870,no,no,cellular,8,-1,4,success,no
64,retired,single,secondary,4358,no,yes,cellular,6,15,5,unknown,no
31,self-employed,married,secondary,8081,yes,no,cellular,6,-1,5,other,no
37,services,married,secondary,8410,yes,no,cellular,7,3,1,unknown,yes
39,student,single,tertiary,6499,yes,no,cellular,5,-1,0,success,yes
28,admin.,married,tertiary,-380,yes,no,telephone,4,-1,2,success,no
44,blue-collar,divorced,secondary,6408,no,yes,cellular,6,6,1,other,no
20,blue-collar,single,tertiary,1803,yes,no,unknown,8,-1,3,unknown,no
